tconst,primaryTitle,numVotes,movieId,imdbId,tmdbId
tt0265086,Black Hawk Down,432597,5010,tt0265086,855.0
tt8772262,Midsommar,431317,201646,tt8772262,530385.0
tt0232500,The Fast and the Furious,429852,4369,tt0232500,9799.0
tt1517451,A Star Is Born,429683,192385,tt1517451,332562.0
tt1060277,Cloverfield,428762,57368,tt1060277,7191.0
tt9764362,The Menu,426639,279812,tt9764362,593643.0
tt1282140,Easy A,426514,80549,tt1282140,37735.0
tt0079470,Monty Python's Life of Brian,426027,1080,tt0079470,583.0
tt0337978,Live Free or Die Hard,425340,53972,tt0337978,1571.0
tt0181852,Terminator 3: Rise of the Machines,424549,6537,tt0181852,296.0
tt0840361,The Town,424527,80489,tt0840361,23168.0
tt6334354,The Suicide Squad,423835,251086,tt6334354,436969.0
tt0361862,The Machinist,423548,8950,tt0361862,4553.0
tt1905041,Fast & Furious 6,423461,102716,tt1905041,82992.0
tt0109686,Dumb and Dumber,422110,231,tt0109686,8467.0
tt2820852,Furious 7,421782,130634,tt2820852,168259.0
tt0349903,Ocean's Twelve,421444,8984,tt0349903,163.0
tt9362722,Spider-Man: Across the Spider-Verse,421373,286897,tt9362722,569094.0
tt8367814,The Gentlemen,421072,210861,tt8367814,522627.0
tt10648342,Thor: Love and Thunder,420252,274971,tt10648342,616037.0
tt0405094,The Lives of Others,420128,44555,tt0405094,582.0
tt2381249,Mission: Impossible - Rogue Nation,419236,111781,tt2381249,177677.0
tt2294449,22 Jump Street,416185,112138,tt2294449,187017.0
tt0493464,Wanted,415695,60072,tt0493464,8909.0
tt0112864,Die Hard with a Vengeance,414863,165,tt0112864,1572.0
tt0104431,Home Alone 2: Lost in New York,414733,2953,tt0104431,772.0
tt1596343,Fast Five,414615,86644,tt1596343,51497.0
tt0096895,Batman,414231,592,tt0096895,268.0
tt0118971,The Devil's Advocate,413772,1645,tt0118971,1813.0
tt0120912,Men in Black II,412726,5459,tt0120912,608.0
tt2582846,The Fault in Our Stars,409736,111921,tt2582846,222935.0
tt0119094,Face/Off,409301,1573,tt0119094,754.0
tt1542344,127 Hours,408584,81562,tt1542344,44115.0
tt6791350,Guardians of the Galaxy Vol. 3,408152,285593,tt6791350,447365.0
tt0117571,Scream,407875,1407,tt0117571,4232.0
tt1587310,Maleficent,407564,111659,tt1587310,102651.0
tt0454848,Inside Man,405749,44199,tt0454848,388.0
tt1190080,2012,405283,72378,tt1190080,14161.0
tt0147800,10 Things I Hate About You,404515,2572,tt0147800,4951.0
tt0230600,The Others,403382,4720,tt0230600,1933.0
tt7784604,Hereditary,403271,183869,tt7784604,493922.0
tt1632708,Friends with Benefits,403252,88405,tt1632708,50544.0
tt2194499,About Time,402205,104374,tt2194499,122906.0
tt1453405,Monsters University,401514,103141,tt1453405,62211.0
tt0111257,Speed,401492,377,tt0111257,1637.0
tt2737304,Bird Box,398907,194951,tt2737304,405774.0
tt3521164,Moana,398898,166461,tt3521164,277834.0
tt9032400,Eternals,398392,260665,tt9032400,524434.0
tt0328107,Man on Fire,398268,7445,tt0328107,9509.0
tt0317919,Mission: Impossible III,398092,45186,tt0317919,956.0
tt1706620,Snowpiercer,398051,107406,tt1706620,110415.0
tt0091042,Ferris Bueller's Day Off,396722,2918,tt0091042,9377.0
tt2948372,Soul,396654,225173,tt2948372,508442.0
tt1490017,The Lego Movie,396366,108932,tt1490017,137106.0
tt0286106,Signs,396354,5502,tt0286106,2675.0
tt0096283,My Neighbor Totoro,395686,5971,tt0096283,8392.0
tt1409024,Men in Black³,395161,94777,tt1409024,41154.0
tt0964517,The Fighter,394876,81932,tt0964517,45317.0
tt0317740,The Italian Job,394810,6378,tt0317740,9654.0
tt0388795,Brokeback Mountain,394411,39183,tt0388795,142.0
tt0448115,Shazam!,394121,143345,tt0448115,287947.0
tt0162661,Sleepy Hollow,394107,3081,tt0162661,2668.0
tt0443543,The Illusionist,393984,47610,tt0443543,1491.0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,393891,56757,tt0408236,13885.0
tt0166924,Mulholland Drive,393280,4848,tt0166924,1018.0
tt0094721,Beetlejuice,392981,2174,tt0094721,4011.0
tt0343660,50 First Dates,391589,7293,tt0343660,1824.0
tt0338751,The Aviator,390381,30812,tt0338751,2567.0
tt0099423,Die Hard 2,389803,1370,tt0099423,1573.0
tt1068680,Yes Man,389656,64969,tt1068680,10201.0
tt0478311,Knocked Up,389538,52973,tt0478311,4964.0
tt0081398,Raging Bull,389042,1228,tt0081398,1578.0
tt0107688,The Nightmare Before Christmas,388486,551,tt0107688,9479.0
tt0120663,Eyes Wide Shut,388333,2712,tt0120663,345.0
tt3778644,Solo: A Star Wars Story,388314,187595,tt3778644,348350.0
tt0113497,Jumanji,388124,2,tt0113497,8844.0
tt4912910,Mission: Impossible - Fallout,387737,189333,tt4912910,353081.0
tt0087843,Once Upon a Time in America,387223,1227,tt0087843,311.0
tt0477347,Night at the Museum,386889,46972,tt0477347,1593.0
tt0357413,Anchorman: The Legend of Ron Burgundy,385940,8641,tt0357413,8699.0
tt3799694,The Nice Guys,385546,158238,tt3799694,290250.0
tt0120755,Mission: Impossible II,385467,3623,tt0120755,955.0
tt1951266,The Hunger Games: Mockingjay - Part 2,385260,135133,tt1951266,131634.0
tt0360486,Constantine,384684,31696,tt0360486,561.0
tt0298130,The Ring,384481,5679,tt0298130,565.0
tt0119396,Jackie Brown,383732,1729,tt0119396,184.0
tt0363163,Downfall,382605,31410,tt0363163,613.0
tt0438488,Terminator Salvation,382604,68791,tt0438488,534.0
tt1907668,Flight,382601,97923,tt1907668,87502.0
tt1182345,Moon,382176,68237,tt1182345,17431.0
tt0396269,Wedding Crashers,382146,34162,tt0396269,9522.0
tt0395169,Hotel Rwanda,378833,30749,tt0395169,205.0
tt1371111,Cloud Atlas,378386,97752,tt1371111,83542.0
tt2106476,The Hunt,377265,96829,tt2106476,103663.0
tt0047478,Seven Samurai,376604,2019,tt0047478,346.0
tt4649466,Kingsman: The Golden Circle,376422,176101,tt4649466,343668.0
tt0100405,Pretty Woman,376295,597,tt0100405,114.0
tt0790724,Jack Reacher,374155,99112,tt0790724,75780.0
tt1646971,How to Train Your Dragon 2,374029,112175,tt1646971,82702.0
tt0496806,Ocean's Thirteen,373429,53322,tt0496806,298.0
tt1041829,The Proposal,372928,69406,tt1041829,18240.0
tt2798920,Annihilation,372114,182715,tt2798920,300668.0
tt1065073,Boyhood,371969,112290,tt1065073,85350.0
tt1650062,Super 8,371568,87306,tt1650062,37686.0
tt1748122,Moonrise Kingdom,370820,94959,tt1748122,83666.0
tt0077416,The Deer Hunter,369728,1263,tt0077416,11778.0
tt1320253,The Expendables,369655,79695,tt1320253,27578.0
tt0878804,The Blind Side,368133,72641,tt0878804,22881.0
tt0433035,Real Steel,365584,90249,tt0433035,39254.0
tt0389860,Click,365539,45672,tt0389860,9339.0
tt0117500,The Rock,365146,733,tt0117500,9802.0
tt1179933,10 Cloverfield Lane,365109,152077,tt1179933,333371.0
tt1403865,True Grit,363003,82459,tt1403865,44264.0
tt0212338,Meet the Parents,362820,3948,tt0212338,1597.0
tt0368891,National Treasure,362734,8972,tt0368891,2059.0
tt0822854,Shooter,362523,51935,tt0822854,7485.0
tt2788710,The Interview,362468,119141,tt2788710,228967.0
tt0910936,Pineapple Express,362298,61024,tt0910936,10189.0
tt0100802,Total Recall,362262,2916,tt0100802,861.0
tt1231583,Due Date,362048,81537,tt1231583,41733.0
tt1104001,Tron: Legacy,361399,82461,tt1104001,20526.0
tt0887883,Burn After Reading,360246,61323,tt0887883,4944.0
tt10366206,John Wick: Chapter 4,359300,283873,tt10366206,603692.0
tt0064116,Once Upon a Time in the West,358918,1209,tt0064116,335.0
tt0120601,Being John Malkovich,358808,2997,tt0120601,492.0
tt0071315,Chinatown,358786,1252,tt0071315,829.0
tt3731562,Kong: Skull Island,357826,168254,tt3731562,293167.0
tt0213149,Pearl Harbor,357603,4310,tt0213149,676.0
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,357376,122896,tt1790809,166426.0
tt0167190,Hellboy,357261,7373,tt0167190,1487.0
tt0110148,Interview with the Vampire,357175,253,tt0110148,628.0
tt6857112,Us,356251,197711,tt6857112,458723.0
tt7653254,Marriage Story,355260,205441,tt7653254,492188.0
tt0053125,North by Northwest,355004,908,tt0053125,213.0
tt0462538,The Simpsons Movie,354938,54272,tt0462538,35.0
tt0125439,Notting Hill,354691,2671,tt0125439,509.0
tt4881806,Jurassic World: Fallen Kingdom,353276,187031,tt4881806,351286.0
tt0209163,The Mummy Returns,353082,4270,tt0209163,1734.0
tt1193138,Up in the Air,352960,72011,tt1193138,22947.0
tt0238380,Equilibrium,352027,5903,tt0238380,7299.0
tt0884328,The Mist,351440,56145,tt0884328,5876.0
tt0120667,Fantastic Four,350926,34150,tt0120667,9738.0
tt1707386,Les Misérables,350909,99149,tt1707386,82695.0
tt0112471,Before Sunrise,350367,215,tt0112471,76.0
tt0116367,From Dusk Till Dawn,349076,70,tt0116367,755.0
tt0359950,The Secret Life of Walter Mitty,348983,106918,tt0359950,116745.0
tt1591095,Insidious,347986,85788,tt1591095,49018.0
tt0163025,Jurassic Park III,347358,4638,tt0163025,331.0
tt1037705,The Book of Eli,346664,73321,tt1037705,20504.0
tt1306980,50/50,346144,89864,tt1306980,40807.0
tt1645170,The Dictator,345035,94677,tt1645170,76493.0
tt4925292,Lady Bird,344042,177615,tt4925292,391713.0
tt0399295,Lord of War,343964,36529,tt0399295,1830.0
tt3606756,Incredibles 2,343410,187541,tt3606756,260513.0
tt1951261,The Hangover Part III,342918,102686,tt1951261,109439.0
tt1638355,The Man from U.N.C.L.E.,342224,138036,tt1638355,203801.0
tt2322441,Fifty Shades of Grey,341896,125916,tt2322441,216015.0
tt0414387,Pride & Prejudice,341786,40629,tt0414387,4348.0
tt0119528,Liar Liar,341608,1485,tt0119528,1624.0
tt2771200,Beauty and the Beast,341348,168366,tt2771200,321612.0
tt5311514,Your Name.,341007,163134,tt5311514,372058.0
tt0031381,Gone with the Wind,340855,920,tt0031381,770.0
tt0970179,Hugo,340675,90866,tt0970179,44826.0
tt0413267,Shrek the Third,340545,53121,tt0413267,810.0
tt0105323,Scent of a Woman,339916,3252,tt0105323,9475.0
tt0332379,School of Rock,339703,6863,tt0332379,1584.0
tt0386588,Hitch,339546,31685,tt0386588,8488.0
tt0119008,Donnie Brasco,339392,1466,tt0119008,9366.0
tt0056592,To Kill a Mockingbird,339136,1207,tt0056592,595.0
tt7888964,Nobody,338911,241272,tt7888964,615457.0
tt0381849,3:10 to Yuma,338538,54997,tt0381849,5176.0
tt0472043,Apocalypto,338308,48304,tt0472043,1579.0
tt0094226,The Untouchables,337833,2194,tt0094226,117.0
tt4975722,Moonlight,337752,162414,tt4975722,376867.0
tt0190590,"O Brother, Where Art Thou?",337345,4027,tt0190590,134.0
tt1981677,Pitch Perfect,336699,96588,tt1981677,114150.0
tt2109248,Transformers: Age of Extinction,336688,112370,tt2109248,91314.0
tt0103776,Batman Returns,335448,1377,tt0103776,364.0
tt0103644,Alien³,335081,1320,tt0103644,8077.0
tt2004420,Neighbors,335059,111113,tt2004420,195589.0
tt0129387,There's Something About Mary,335002,1923,tt0129387,544.0
tt0944835,Salt,334528,79293,tt0944835,27576.0
tt0175880,Magnolia,334092,3160,tt0175880,334.0
tt0457939,The Holiday,333692,49286,tt0457939,1581.0
tt0109040,Ace Ventura: Pet Detective,333595,344,tt0109040,3049.0
tt0453467,Deja Vu,333320,49278,tt0453467,7551.0
tt2140479,The Accountant,332764,162606,tt2140479,302946.0
tt3682448,Bridge of Spies,332550,143385,tt3682448,296098.0
tt0399201,The Island,331865,34319,tt0399201,1635.0
tt0298203,8 Mile,331863,5810,tt0298203,65.0
tt0095327,Grave of the Fireflies,331590,5690,tt0095327,12477.0
tt1302011,Kung Fu Panda 2,331253,87222,tt1302011,49444.0
tt0119177,Gattaca,330715,1653,tt0119177,782.0
tt3110958,Now You See Me 2,330592,159093,tt3110958,291805.0
tt7991608,Red Notice,330572,261759,tt7991608,512195.0
tt0425210,Lucky Number Slevin,329816,44665,tt0425210,186.0
tt0120201,Starship Troopers,329655,1676,tt0120201,563.0
tt5726616,Call Me by Your Name,329537,168492,tt5726616,398818.0
tt1245526,RED,329355,81229,tt1245526,39514.0
tt0489099,Jumper,328317,58025,tt0489099,8247.0
tt5727208,Uncut Gems,328140,209965,tt5727208,473033.0
tt0212720,A.I. Artificial Intelligence,327996,4370,tt0212720,644.0
tt1197624,Law Abiding Citizen,327965,71838,tt1197624,22803.0
tt1397280,Taken 2,327547,96861,tt1397280,82675.0
tt0106977,The Fugitive,327100,457,tt0106977,5503.0
tt0293662,The Transporter,326512,5574,tt0293662,4108.0
tt0838283,Step Brothers,326309,60756,tt0838283,12133.0
tt1764651,The Expendables 2,326191,91485,tt1764651,76163.0
tt0320661,Kingdom of Heaven,325886,33162,tt0320661,1495.0
tt0118880,Con Air,325794,1552,tt0118880,1701.0
tt0120762,Mulan,325515,1907,tt0120762,10674.0
tt0278504,Insomnia,325357,5388,tt0278504,320.0
tt1790885,Zero Dark Thirty,325034,98961,tt1790885,97630.0
tt0119822,As Good as It Gets,324766,1784,tt0119822,2898.0
tt4034228,Manchester by the Sea,324507,165549,tt4034228,334541.0
tt1152836,Public Enemies,324486,69640,tt1152836,11322.0
tt2316204,Alien: Covenant,323495,169984,tt2316204,126889.0
tt1125849,The Wrestler,323332,64839,tt1125849,12163.0
tt4550098,Nocturnal Animals,323093,149334,tt4550098,340666.0
tt0056172,Lawrence of Arabia,323083,1204,tt0056172,947.0
tt1485796,The Greatest Showman,322994,180985,tt1485796,316029.0
tt0112384,Apollo 13,321878,150,tt0112384,568.0
tt0120623,A Bug's Life,321754,2355,tt0120623,9487.0
tt0449467,Babel,320933,46723,tt0449467,1164.0
tt1028532,Hachi: A Dog's Tale,320689,73290,tt1028532,28178.0
tt1253863,300: Rise of an Empire,320590,109673,tt1253863,53182.0
tt1598778,Contagion,320562,89470,tt1598778,39538.0
tt9114286,Black Panther: Wakanda Forever,320246,279414,tt9114286,505642.0
tt1028528,Death Proof,320179,53519,tt1028528,1991.0
tt1194173,The Bourne Legacy,319656,91535,tt1194173,49040.0
tt0319343,Elf,318988,6936,tt0319343,10719.0
tt0077651,Halloween,318928,1982,tt0077651,948.0
tt0814314,Seven Pounds,318666,64716,tt0814314,11321.0
tt1013752,Fast & Furious,318091,67923,tt1013752,13804.0
tt4263482,The Witch,318042,140267,tt4263482,310131.0
tt0265666,The Royal Tenenbaums,317930,4979,tt0265666,9428.0
tt3076658,Creed,316913,146656,tt3076658,312221.0
tt7349950,It Chapter Two,316166,204542,tt7349950,474350.0
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,316082,135426,tt4123430,338952.0
tt2397535,Predestination,315764,114935,tt2397535,206487.0
tt14230458,Poor Things,315565,286783,tt14230458,792307.0
tt0808151,Angels & Demons,314225,68554,tt0808151,13448.0
tt1478338,Bridesmaids,314184,86833,tt1478338,55721.0
tt2277860,Finding Dory,313443,157296,tt2277860,127380.0
tt1091191,Lone Survivor,312089,107069,tt1091191,193756.0
tt4160708,Don't Breathe,311846,161634,tt4160708,300669.0
tt3065204,The Conjuring 2,311776,159858,tt3065204,259693.0
tt0120611,Blade,311278,2167,tt0120611,36647.0
tt3464902,The Lobster,310686,133771,tt3464902,254320.0
tt3450958,War for the Planet of the Apes,310178,173145,tt3450958,281338.0
tt0121164,Corpse Bride,308924,37729,tt0121164,3933.0
tt0379786,Serenity,308684,34405,tt0379786,16320.0
tt0077631,Grease,308647,1380,tt0077631,621.0
tt0473075,Prince of Persia: The Sands of Time,308636,78105,tt0473075,9543.0
tt0463985,The Fast and the Furious: Tokyo Drift,308545,46335,tt0463985,9615.0
tt0800039,Forgetting Sarah Marshall,307213,58998,tt0800039,9870.0
tt0120669,Fear and Loathing in Las Vegas,306885,1884,tt0120669,1878.0
tt0089218,The Goonies,306593,2005,tt0089218,9340.0
tt1735898,Snow White and the Huntsman,306478,94780,tt1735898,58595.0
tt0783233,Atonement,306418,55052,tt0783233,4347.0
tt9243946,El Camino,306075,205383,tt9243946,559969.0
tt1259571,The Twilight Saga: New Moon,305855,72407,tt1259571,18239.0
tt3263904,Sully,305621,160980,tt3263904,363676.0
tt0437086,Alita: Battle Angel,305043,197175,tt0437086,399579.0
tt3402236,Murder on the Orient Express,305021,177763,tt3402236,392044.0
tt0322259,2 Fast 2 Furious,304643,6383,tt0322259,584.0
tt1001526,Megamind,304220,81564,tt1001526,38055.0
tt0120812,Rush Hour,304047,2273,tt0120812,2109.0
tt0203009,Moulin Rouge!,303916,4308,tt0203009,824.0
tt1213663,The World's End,303162,103341,tt1213663,107985.0
tt0438097,Ice Age: The Meltdown,303160,44022,tt0438097,950.0
tt0258000,Panic Room,303041,5266,tt0258000,4547.0
tt0463854,28 Weeks Later,300927,53000,tt0463854,1562.0
tt0450385,1408,300810,53953,tt0450385,3021.0
tt0196229,Zoolander,300628,4816,tt0196229,9398.0
tt0112442,Bad Boys,300495,145,tt0112442,9737.0
tt2674426,Me Before You,300479,152017,tt2674426,296096.0
tt1343727,Dredd,300472,96737,tt1343727,49049.0
tt1192628,Rango,300437,84944,tt1192628,44896.0
tt0212985,Hannibal,300389,4148,tt0212985,9740.0
tt1133985,Green Lantern,300323,87430,tt1133985,44912.0
tt0187393,The Patriot,299980,3753,tt0187393,2024.0
tt0187078,Gone in 60 Seconds,299880,3717,tt0187078,9679.0
tt0170016,How the Grinch Stole Christmas,299620,3988,tt0170016,8871.0
tt0181875,Almost Famous,299513,3897,tt0181875,786.0
tt0118884,Contact,299279,1584,tt0118884,686.0
tt0107614,Mrs. Doubtfire,299276,500,tt0107614,788.0
tt0452623,Gone Baby Gone,298693,55290,tt0452623,4771.0
tt0289765,Red Dragon,298162,5630,tt0289765,9533.0
tt7349662,BlacKkKlansman,297666,189713,tt7349662,487558.0
tt7126948,Wonder Woman 1984,297615,222477,tt7126948,464052.0
tt8228288,The Platform,297615,206246,tt8228288,619264.0
tt6139732,Aladdin,297370,200540,tt6139732,420817.0
tt1340138,Terminator Genisys,297228,120799,tt1340138,87101.0
tt0097757,The Little Mermaid,297169,2081,tt0097757,10144.0
tt0099348,Dances with Wolves,297123,590,tt0099348,581.0
tt2302755,Olympus Has Fallen,297029,101362,tt2302755,117263.0
tt0175142,Scary Movie,296911,3785,tt0175142,4247.0
tt0185937,The Blair Witch Project,296662,2710,tt0185937,2667.0
tt3040964,The Jungle Book,296377,137857,tt3040964,278927.0
tt0800320,Clash of the Titans,296254,76175,tt0800320,18823.0
tt0104257,A Few Good Men,295969,2268,tt0104257,881.0
tt0381681,Before Sunset,295945,8638,tt0381681,80.0
tt1817273,The Place Beyond the Pines,295619,101525,tt1817273,97367.0
tt7975244,Jumanji: The Next Level,295569,207233,tt7975244,512200.0
tt0120804,Resident Evil,295260,5219,tt0120804,1576.0
tt0151804,Office Space,294829,2502,tt0151804,1542.0
tt1386588,The Other Guys,294709,79592,tt1386588,27581.0
tt8332922,A Quiet Place Part II,294679,213347,tt8332922,520763.0
tt0348150,Superman Returns,293935,46530,tt0348150,1452.0
tt0061722,The Graduate,293434,1247,tt0061722,37247.0
tt0116695,Jerry Maguire,293333,1393,tt0116695,9390.0
tt0338526,Van Helsing,293149,7454,tt0338526,7131.0
tt0095765,Cinema Paradiso,292771,1172,tt0095765,11216.0
tt1650554,Kick-Ass 2,292658,104241,tt1650554,59859.0
tt1922777,Sinister,292637,97188,tt1922777,82507.0
tt0290002,Meet the Fockers,291918,30825,tt0290002,693.0
tt0183649,Phone Booth,291131,6281,tt0183649,1817.0
tt0837562,Hotel Transylvania,290922,97225,tt0837562,76492.0
tt0411477,Hellboy II: The Golden Army,290911,57640,tt0411477,11253.0
tt0093870,RoboCop,290842,2985,tt0093870,5548.0
tt0259711,Vanilla Sky,290621,4975,tt0259711,1903.0
tt1979376,Toy Story 4,290550,201588,tt1979376,301528.0
tt0320691,Underworld,290541,6754,tt0320691,277.0
tt0401729,John Carter,290369,93363,tt0401729,49529.0
tt0195714,Final Destination,290337,3409,tt0195714,9532.0
tt10954984,Nope,289586,275245,tt10954984,762504.0
tt0257044,Road to Perdition,289546,5464,tt0257044,4147.0
tt0053291,Some Like It Hot,289446,910,tt0053291,239.0
tt5362988,Wind River,289416,175569,tt5362988,395834.0
tt0486655,Stardust,289275,54259,tt0486655,2270.0
tt10838180,The Matrix Resurrections,288232,263009,tt10838180,624860.0
tt0955308,Robin Hood,287908,77866,tt0955308,20662.0
tt0118749,Boogie Nights,287654,1673,tt0118749,4995.0
tt1375670,Grown Ups,287564,79134,tt1375670,38365.0
tt0111503,True Lies,287477,380,tt0111503,36955.0
tt4046784,Maze Runner: The Scorch Trials,286424,117895,tt4046784,294254.0
tt6823368,Glass,286233,196889,tt6823368,450465.0
tt2361509,The Intern,285868,140110,tt2361509,257211.0
tt0070735,The Sting,285644,1234,tt0070735,9277.0
tt0803096,Warcraft,285478,122890,tt0803096,68735.0
tt1077368,Dark Shadows,285321,94478,tt1077368,62213.0
tt0251127,How to Lose a Guy in 10 Days,285279,6155,tt0251127,9919.0
tt0190332,"Crouching Tiger, Hidden Dragon",285240,3996,tt0190332,146.0
tt6443346,Black Adam,284915,278312,tt6443346,436270.0
tt0368447,The Village,284820,8783,tt0368447,6947.0
tt0795421,Mamma Mia!,284310,60397,tt0795421,11631.0
tt0432348,Saw II,283778,39446,tt0432348,215.0
tt0083944,First Blood,283579,2403,tt0083944,1368.0
tt0286716,Hulk,282777,6534,tt0286716,1927.0
tt0486576,Fantastic Four: Rise of the Silver Surfer,282574,53464,tt0486576,1979.0
tt0093409,Lethal Weapon,282512,2000,tt0093409,941.0
tt0059578,For a Few Dollars More,282402,3681,tt0059578,938.0
tt0215750,Enemy at the Gates,282200,4223,tt0215750,853.0
tt2381941,Focus,282004,129354,tt2381941,256591.0
tt0075686,Annie Hall,281657,1230,tt0075686,703.0
tt3235888,It Follows,281134,121231,tt3235888,270303.0
tt2024469,Non-Stop,279765,109578,tt2024469,225574.0
tt0432283,Fantastic Mr. Fox,279546,72226,tt0432283,10315.0
tt0221027,Blow,279221,4239,tt0221027,4133.0
tt0102057,Hook,278618,3489,tt0102057,879.0
tt0072890,Dog Day Afternoon,278409,3362,tt0072890,968.0
tt0363547,Dawn of the Dead,278218,7360,tt0363547,924.0
tt1931533,Seven Psychopaths,278064,97306,tt1931533,86838.0
tt0327597,Coraline,277899,66097,tt0327597,14836.0
tt0172156,Bad Boys II,277419,6548,tt0172156,8961.0
tt0118583,Alien Resurrection,277201,1690,tt0118583,8078.0
tt7097896,Venom: Let There Be Carnage,276504,255337,tt7097896,580489.0
tt0443272,Lincoln,276175,98154,tt0443272,72976.0
tt1855199,End of Watch,275361,96811,tt1855199,77016.0
tt0252866,American Pie 2,275079,4718,tt0252866,2770.0
tt1385826,The Adjustment Bureau,275037,84954,tt1385826,38050.0
tt3228774,Cruella,275008,249540,tt3228774,337404.0
tt0113189,GoldenEye,274857,10,tt0113189,710.0
tt1823672,Chappie,274621,120466,tt1823672,198184.0
tt0309698,Identity,274602,6323,tt0309698,2832.0
tt2953050,Encanto,274158,260667,tt2953050,568124.0
tt6105098,The Lion King,273784,203222,tt6105098,420818.0
tt0119643,Meet Joe Black,273405,2340,tt0119643,297.0
tt0087800,A Nightmare on Elm Street,273242,1347,tt0087800,377.0
tt5700672,Train to Busan,272877,162082,tt5700672,396535.0
tt1564367,Just Go with It,272839,85367,tt1564367,50546.0
tt0118688,Batman & Robin,272771,1562,tt0118688,415.0
tt0448134,Sunshine,272770,52328,tt0448134,1272.0
tt0364725,Dodgeball: A True Underdog Story,272730,8528,tt0364725,9472.0
tt0497465,Vicky Cristina Barcelona,272392,60950,tt0497465,5038.0
tt8936646,Extraction,272302,214776,tt8936646,545609.0
tt1464335,Uncharted,272151,198151,tt1464335,335787.0
tt1401152,Unknown,271603,84601,tt1401152,48138.0
tt0082096,Das Boot,271585,1233,tt0082096,387.0
tt0429493,The A-Team,271475,78469,tt0429493,34544.0
tt0112462,Batman Forever,271252,153,tt0112462,414.0
tt1080016,Ice Age: Dawn of the Dinosaurs,271091,69644,tt1080016,8355.0
tt1092026,Paul,270869,84772,tt1092026,39513.0
tt9603212,Mission: Impossible - Dead Reckoning Part One,270622,288265,tt9603212,575264.0
tt7713068,Birds of Prey,270492,210569,tt7713068,495764.0
tt0358273,Walk the Line,270425,40819,tt0358273,69.0
tt0478087,21,270404,58803,tt0478087,8065.0
tt0243155,Bridget Jones's Diary,269909,4246,tt0243155,634.0
tt0396171,Perfume: The Story of a Murderer,269866,48997,tt0396171,1427.0
tt1959490,Noah,269722,110127,tt1959490,86834.0
tt1386703,Total Recall,269670,95875,tt1386703,64635.0
tt2005151,War Dogs,269443,161131,tt2005151,308266.0
tt7984734,The Lighthouse,269218,201340,tt7984734,503919.0
tt0059742,The Sound of Music,268698,1035,tt0059742,15121.0
tt11813216,The Banshees of Inisherin,268676,278446,tt11813216,674324.0
tt0824747,Changeling,268505,63062,tt0824747,3580.0
tt0080339,Airplane!,268464,2791,tt0080339,813.0
tt1032755,RocknRolla,268320,62849,tt1032755,13809.0
tt0479884,Crank,268189,47200,tt0479884,1948.0
tt2293640,Minions,268152,135887,tt2293640,211672.0
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,267961,98203,tt1673434,50620.0
tt1706593,Chronicle,267782,92420,tt1706593,76726.0
tt0045152,Singin' in the Rain,267577,899,tt0045152,872.0
tt5537002,Killers of the Flower Moon,267025,266002,tt5537002,466420.0
tt0027977,Modern Times,267021,3462,tt0027977,3082.0
tt0765443,Eastern Promises,267021,55118,tt0765443,2252.0
tt1601913,The Grey,266686,91976,tt1601913,75174.0
tt0844471,Cloudy with a Chance of Meatballs,266365,71264,tt0844471,22794.0
tt1325004,The Twilight Saga: Eclipse,266303,78772,tt1325004,24021.0
tt2935510,Ad Astra,266228,204352,tt2935510,419704.0
tt4846340,Hidden Figures,266225,166643,tt4846340,381284.0
tt11138512,The Northman,265897,244178,tt11138512,639933.0
tt1051906,The Invisible Man,265153,212461,tt1051906,570670.0
tt0976051,The Reader,265098,64622,tt0976051,8055.0
tt1832382,A Separation,265009,89759,tt1832382,60243.0
tt0080678,The Elephant Man,264984,2313,tt0080678,1955.0
tt1798684,Southpaw,264358,139642,tt1798684,307081.0
tt0092890,Dirty Dancing,264316,1088,tt0092890,88.0
tt0057115,The Great Escape,264227,1262,tt0057115,5925.0
tt0825232,The Bucket List,263975,56587,tt0825232,7350.0
tt0120660,Enemy of the State,263787,2353,tt0120660,9798.0
tt0985699,Valkyrie,263758,64983,tt0985699,2253.0
tt0107818,Philadelphia,263173,508,tt0107818,9800.0
tt3079380,Spy,262903,134368,tt3079380,238713.0
tt0486822,Disturbia,262759,52458,tt0486822,8271.0
tt2126355,San Andreas,262716,132796,tt2126355,254128.0
tt0118655,Austin Powers: International Man of Mystery,262557,1517,tt0118655,816.0
tt5442430,Life,262526,169864,tt5442430,395992.0
tt0119282,Hercules,262450,1566,tt0119282,11970.0
tt2660888,Star Trek Beyond,262306,135569,tt2660888,188927.0
tt1179904,Paranormal Activity,262094,71379,tt1179904,23827.0
tt1211956,Escape Plan,262040,105653,tt1211956,107846.0
tt1016150,All Quiet on the Western Front,261689,278578,tt1016150,49046.0
tt2704998,Game Night,261392,183611,tt2704998,445571.0
tt1440129,Battleship,260920,94018,tt1440129,44833.0
tt1148204,Orphan,260745,70159,tt1148204,21208.0
tt2908446,The Divergent Series: Insurgent,260613,130490,tt2908446,262500.0
tt1243957,The Tourist,260217,82202,tt1243957,37710.0
tt4630562,The Fate of the Furious,259940,170875,tt4630562,337339.0
